'Update Stock' cannot be checked for fixed asset sale,'Stoğu Güncelle' sabit varlık satışları için kullanılamaz,
'{0}' account is already used by {1}. Use another account.,'{0}' hesabı zaten {1} tarafından kullanılıyor. Başka bir hesap kullanın.,
'{0}' has been already added.,'{0}' zaten eklenmiş.,
'{0}' should be in company currency {1}.,'{0}' şirket para birimi {1} olmalıdır.,
(A) Qty After Transaction,(A) İşlem Sonrası Miktar,
(B) Expected Qty After Transaction,(B) İşlem Sonrası Beklenen Miktar,
(C) Total Qty in Queue,(C) Kuyruktaki Toplam Miktar,
(C) Total qty in queue,(C) Kuyruktaki Toplam Miktar,
(D) Balance Stock Value,(D) Stok Değeri Bakiyesi,
(E) Balance Stock Value in Queue,(E) Kuyruktaki Stok Değeri Bakiyesi,
(F) Change in Stock Value,(F) Stok Değerindeki Değişim,
(Forecast),(Tahmin),
(G) Sum of Change in Stock Value,(F) Stok Değerindeki Değişim,
(H) Change in Stock Value (FIFO Queue),(H) Stok Değerindeki Değişim (FIFO Kuyruğu),
(H) Valuation Rate,(H) Değerleme Oranı,
(Hour Rate / 60) * Actual Operation Time,(Saat Ücreti / 60) * Gerçek Çalışma Süresi,
(I) Valuation Rate,(I) Değerleme Oranı,
(J) Valuation Rate as per FIFO,(J) FIFO'ya göre Değerleme Oranı,
(K) Valuation = Value (D) ÷ Qty (A),(K) Değerleme = Değer (D) ÷ Miktar (A),
(Purchase Order + Material Request + Actual Expense),(Satın Alma Siparişi + Malzeme Talebi + Gerçek Gider),
(including),(dahil),
* Will be calculated in the transaction.,* İşlem sırasında hesaplanacaktır.,
0 - 30 Days,0 - 30 Gün,
0-30,0-30,
0-30 Days,0-30 Gün,
1 Loyalty Points = How much base currency?,1 Sadakat Puanı = Ne kadar para birimi?,
1 hr,1 saat,
1{0},1{0},
2 Yearly,2 Yıllık,
3 Yearly,3 Yıllık,
30 - 60 Days,30 - 60 Gün,
30 mins,30 dakika,
30-60,30-60,
30-60 Days,30-60 Gün,
6 hrs,6 Saat,
60 - 90 Days,60 - 90 Gün,
60-90,60-90,
60-90 Days,60-90 Gün,
90 - 120 Days,90 - 120 Gün,
90 Above,90 Üstü,
<b>From Time</b> cannot be later than <b>To Time</b> for {0},{0} için <b>Başlangıç Saati</b> <b>Bitiş Saatinden</b> sonra olamaz,
"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>Not</h4>
<ul>
<li>
Dinamik değerler için <b>Konu</b> ve <b>Gövde</b> alanlarında <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja etiketlerini</a> kullanabilirsiniz.
</li><li>
    Bu belge türündeki tüm alanlar <b>belge</b> nesnesi altında ve postanın gideceği müşteriye ait tüm alanlar  <b>müşteri</b> nesnesi altında mevcuttur.
</li></ul>
<h4> Örnekler</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Konu</b>:<br><br><pre><code>Hesap Özeti {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Gövde</b>: <br><br>
<pre><code>Merhaba {{ customer.customer_name }},<br>Hesap Özetinizi {{ doc.from_date }} 'den {{ doc.to_date }}'e kadar PFA yapın.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">Diğer Detaylar</div>",
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">Eşleşen Banka İşlemi Bulunamadı</div>",
"<div class=""text-muted text-center"">{0}</div>","<div class=""text-muted text-center"">{0}</div>",
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3> Tüm boyutlar sadece santimetre cinsindendir </h3>
</div>",
"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>Ürün Paketi Hakkında</h3>

<p>Bir grup <b>Ürünü</b> başka bir Üründe toplar. Bu, belirli <b>Ürünleri</b> bir pakette topluyorsanız ve toplu <b>Ürünün</b> değil paketlenmiş <b>Ürünlerin</b> stokunu tutuyorsanız kullanışlıdır.</p>
<p>Paket <b>Ürünü</b> <code>Stok</code> Ürünü mü <b>Hayır</b> ve <code>Satış</code> Ürünü mü <b>Evet</b> olarak ayarlanacaktır.</p>
<h4>Örnek:</h4>
<p>Dizüstü Bilgisayarları ve Sırt Çantalarını ayrı ayrı satıyorsanız ve müşteri her ikisini de satın alırsa özel bir fiyatınız varsa, Dizüstü Bilgisayar + Sırt Çantası yeni bir Ürün Paketinin Ürünü olacaktır.</p>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Döviz Kuru Ayarları Yardımı</h3>
<p>Son nokta, sonuç anahtarı ve parametre değerlerinde kullanılabilecek 3 değişken vardır.</p>
<p> {transaction_date} tarihinde {from_currency} ile {to_currency} arasındaki döviz kuru API tarafından alınır.</p>
<p>Örnek: Son noktanız exchange.com/2024-08-01 ise, exchange.com/{transaction_date}</p>girmeniz gerekecektir.",
"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Gövde Metni ve Kapanış Metni Örneği</h4>

<div> {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}için {{sales_invoice}} faturasını henüz ödemediğinizi fark ettik. Bu, faturanın {{due_date}}tarihinde ödenmesi gerektiğine dair dostane bir hatırlatmadır. Daha fazla ihtar masrafından kaçınmak için lütfen ödenmesi gereken tutarı derhal ödeyin.</div>

<h4>Alan adları nasıl alınır</h4>

<p>Şablonunuzda kullanabileceğiniz alan adları belgede yer alan alanlardır. Herhangi bir belgenin alanlarını Kurulum &gt; Form Görünümünü Özelleştir üzerinden ve belge türünü seçerek öğrenebilirsiniz (örn. Satış Faturası)</p>

<h4>Şablonlama</h4>

<p>Şablonlar Jinja Templating Language kullanılarak derlenir. Jinja hakkında daha fazla bilgi edinmek için <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">bu belgeyi okuyun.</a></p>",
"<h4>Contract Template Example</h4>

<pre>Contract for Customer {{ party_name }}

-Valid From : {{ start_date }} 
-Valid To : {{ end_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Sözleşme Şablonu Örneği</h4>

<pre>Müşteri için Sözleşme {{ party_name }}

-Geçerli Başlangıç : {{ start_date }} 
-Geçerli Bitiş : {{ end_date }}
</pre>

<h4>Alan adları nasıl alınır</h4>

<p>Sözleşme Şablonunuzda kullanabileceğiniz alan adları, şablonunu oluşturduğunuz Sözleşmedeki alanlardır. Herhangi bir belgenin alanlarını Kurulum &gt; Form Görünümünü Özelleştir aracılığıyla ve belge türünü (örneğin Sözleşme) seçerek öğrenebilirsiniz</p>

<h4>Şablonlama</h4>

<p>Şablonlar Jinja Templating Language kullanılarak derlenir. Jinja hakkında daha fazla bilgi edinmek için <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">bu belgeyi okuyun</a>.</p>",
"<h4>Standard Terms and Conditions Example</h4>

<pre>Delivery Terms for Order number {{ name }}

-Order Date : {{ transaction_date }} 
-Expected Delivery Date : {{ delivery_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Standart Şartlar ve Koşullar Örneği</h4>

<pre>Sipariş numarası için Teslimat Koşulları {{ name }}

-Sipariş Tarihi: {{ transaction_date }} 
-Beklenen Teslimat Tarihi: {{ delivery_date }}
</pre>

<h4>Alan adları nasıl alınır</h4>

<p>E-posta şablonunuzda kullanabileceğiniz alan adları, e-postayı gönderdiğiniz belgedeki alanlardır. Herhangi bir belgenin alanlarını Kurulum &gt; Form Görünümünü Özelleştir ve belge türünü (örneğin Satış Faturası) seçerek bulabilirsiniz</p>

<h4>Şablonlama</h4>

<p>Şablonlar Jinja Şablonlama Dili kullanılarak derlenir. Jinja hakkında daha fazla bilgi edinmek için <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">bu dokümanı okuyun.</a></p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Veya</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Hesap Numarası Ayarları</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Kelime Cinsinden Miktar</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Tarih Ayarları</label>",
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","<p><b>E-posta Şablonunuzda</b>, aşağıdaki özel değişkenleri kullanabilirsiniz:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: Tedarikçinizin portalınıza giriş yapmak için yeni bir şifre belirleyebileceği bir bağlantı.
        </li>
        <li>
            <code>{{ portal_link }}</code>: Tedarikçi portalınızda bu Fiyat Teklifi Talebine yönlendiren bir bağlantı.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: Tedarikçinizin şirket adı.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: Tedarikçinizin iletişim kişisi.
        </li><li>
            <code>{{ user_fullname }}</code>: Tam adınız.
        </li>
    </ul>
<p></p>
<p>Bunların dışında, bu Fiyat Teklifi Talebindeki tüm değerlere, <code>{{ message_for_supplier }}</code> veya <code>{{ terms }}</code> gibi, erişebilirsiniz.</p>",
"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>Mesaj Örneği</h5>

&lt;p&gt; {{ doc.company }}'in bir parçası olduğunuz için teşekkür ederiz! Hizmetten keyif aldığınızı umuyoruz.&lt;/p&gt;

&lt;p&gt; E-Fatura ekstresini ekte bulabilirsiniz. Ödenmemiş tutar {{ doc.grand_total }}'dir.&lt;/p&gt;

&lt;p&gt; Faturanızı ödemek için oradan oraya koşturarak zaman harcamanızı istemiyoruz.<br>Sonuçta, hayat güzeldir ve elinizdeki zamanı tadını çıkarmak için harcamalısınız!<br>İşte hayatınıza daha fazla zaman ayırmanıza yardımcı olacak küçük yollarımız! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; ödeme yapmak için tıklayın &lt;/a&gt;

</pre>
",
"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
","<pre><h5>Mesaj Örneği</h5>

&lt;p&gt;Sevgili {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt; {{ doc.doctype }}, {{ doc.name }} için {{ doc.grand_total }}için ödeme talep ediyoruz.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; ödemek için buraya tıklayın &lt;/a&gt;

</pre>
",
<strong>Grand Total:</strong> {0},<strong>Genel Toplam:</strong> {0},
<strong>Outstanding Amount:</strong> {0},<strong>Ödenmemiş Tutar:</strong> {0},
"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






","<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Çocuk Belgesi</th>
         <th class=""table-sr"" style=""width: 50%;"">Çocuk Olmayan Belge</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> Üst belge alanına erişmek için parent.fieldname ve alt tablo belge alanına erişmek için doc.fieldname kullanın </p>

         </td>
         <td>
                    <p>Belge alanına erişmek için doc.fieldname kullanın </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Örnek: </b> parent.doctype == ""Stok Girişi"" ve doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Örnek: </b> doc.doctype == ""Stok Girişi"" ve doc.purpose == ""Üretim""</p>    
          </td>
</tr>

</tbody>
</table>






",
A - B,A - B,
A - C,A - C,
A Customer Group exists with same name please change the Customer name or rename the Customer Group,Aynı isimde bir Müşteri Grubu mevcut. Lütfen Müşteri adını değiştirin veya Müşteri Grubunu yeniden adlandırın.,
A Holiday List can be added to exclude counting these days for the Workstation.,İş İstasyonu için bu günlerin sayılmasını hariç tutmak üzere bir Tatil Listesi eklenebilir.,
A Lead requires either a person's name or an organization's name,Bir Müşteri Adayı için ya bir kişi adı ya da bir kuruluş adı gereklidir,
A Packing Slip can only be created for Draft Delivery Note.,Bir Paketleme Fişi yalnızca Taslak İrsaliye için oluşturulabilir.,
"A Price List is a collection of Item Prices either Selling, Buying, or both","Fiyat Listesi, Satılan, Alınan veya Her İkisi de Olan Ürün Fiyatlarının bir koleksiyonudur",
"A Product or a Service that is bought, sold or kept in stock.","Alınan, satılan veya stokta tutulan bir Ürün veya Hizmet.",
A Reconciliation Job {0} is running for the same filters. Cannot reconcile now,Aynı filtreler için {0} numaralı bir Mutabakat İşi çalışıyor. Şu anda mutabakat yapılamaz,
A Transaction Deletion Document: {0} is triggered for {0},İşlem Silme Belgesi: {0} için {0} başlatıldı,
A condition for a Shipping Rule,Nakliye Kuralı için bir koşul,
A customer must have primary contact email.,Müşterinin birincil iletişim e-postasına sahip olması gerekir.,
A driver must be set to submit.,Göndermek için bir sürücü ayarlanmalıdır.,
A logical Warehouse against which stock entries are made.,Stok girişlerinin yapıldığı mantıksal bir Depo.,
A new appointment has been created for you with {0},{0} ile sizin için yeni bir randevu oluşturuldu,
A template with tax category {0} already exists. Only one template is allowed with each tax category,{0} vergi kategorisiyle zaten bir şablon mevcut. Her vergi kategorisi için yalnızca bir şablona izin verilir,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Şirketin ürünlerini komisyon karşılığında satan üçüncü parti bir distribütör / bayi / bağlı kuruluş / ortak.,
A+,A+,
A-,A-,
A4,A4,
AB+,AB+,
AB-,AB-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
AMC Expiry Date,Bakım Sözleşmesi Bitiş Tarihi,
API,API,
API Details,API Ayrıntıları,
API Endpoint,API Uç Noktası,
API Key,API Anahtarı,
AWB Number,AWB Numarası,
Abbr,Kısaltma,
Abbreviation,Kısaltma,
Abbreviation already used for another company,Kısaltma zaten başka bir şirket için kullanılıyor,
Abbreviation is mandatory,Kısaltma zorunludur,
Abbreviation: {0} must appear only once,Kısaltma: {0} yalnızca bir kez görünmelidir,
About,Hakkında,
About {0} minute remaining,Yaklaşık {0} dakika kaldı,
About {0} minutes remaining,Yaklaşık {0} dakika kaldı,
About {0} seconds remaining,Yaklaşık {0} saniye kaldı,
Above 120 Days,120 Üstü,
Academics User,Akademik Kullanıcı,
Acceptance Criteria Formula,Kabul Kriterleri Formülü,
Acceptance Criteria Value,Kabul Kriterleri Değeri,
Accepted,Kabul Edildi,
Accepted Qty,Kabul Edilen Miktar,
Accepted Qty in Stock UOM,Stok Biriminde Kabul Edilen Miktar,
Accepted Quantity,Kabul Edilen Miktar,
Accepted Warehouse,Kabul Deposu,
Access Key,Erişim Anahtarı,
Access Key is required for Service Provider: {0},Servis Sağlayıcı için Erişim Anahtarı gereklidir: {0},
According to CEFACT/ICG/2010/IC013 or CEFACT/ICG/2010/IC010,CEFACT/ICG/2010/IC013 veya CEFACT/ICG/2010/IC010 Standartına Göre,
"According to the BOM {0}, the Item '{1}' is missing in the stock entry.","{0} Ürün Ağacı, ‘{1}’ ürünü stok girişinde eksik.",
Account,Hesap,
Account Balance,Hesap Bakiyesi,
Account Closing Balance,Hesap Kapanış Bakiyesi,
Account Currency,Hesap Para Birimi,
Account Currency (From),Hesap Para Birimi (Borç),
Account Currency (To),Hesap Para Birimi (Alacak),
Account Details,Hesap Detayları,
Account Head,Ana Hesap,
Account Manager,Muhasebe Müdürü,
Account Missing,Hesap Eksik,
Account Name,Hesap İsmi,
Account Not Found,Hesap Bulunamadı,
Account Number,Hesap Numarası,
Account Number {0} already used in account {1},<b>{0}</b> Hesap Numarası <b>{1}</b> isimli hesapta kullanılıyor.,
Account Opening Balance,Hesap Açılış Bakiyesi,
Account Paid From,Ödemenin Yapıldığı Hesap,
Account Paid To,Ödemenin Yapılacağı Hesap,
Account Pay Only,Sadece Ödeme Hesabı,
Account Subtype,Hesap Alt Türü,
Account Type,Hesap Türü,
Account Value,Hesap Değeri,
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Hesap bakiyesi Alacaklı olarak ayarlanmış, ‘Bakiye Durumunu’ olarak Borç değiştirmenize izin verilmiyor.",
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Hesap bakiyesi Borç olarak ayarlanmış, ‘Bakiye Durumunu’ olarak Alacak değiştirmenize izin verilmiyor.",
Account for Change Amount,Değişim Tutarı Hesabı,
Account is mandatory to get payment entries,Ödeme kayıtlarını almak için hesap zorunludur,
Account is not set for the dashboard chart {0},{0} gösterge tablosu grafiği için hesap ayarlanmadı,
Account not Found,Hesap bulunamadı,
Account with child nodes cannot be converted to ledger,"Alt kırılımları olan hesaplar, deftere dönüştürülemez.",
Account with child nodes cannot be set as ledger,Alt kırılımları olan hesaplar Hesap Defteri olarak ayarlanamaz,
Account with existing transaction can not be converted to group.,İşlemleri bulunan bir Hesap gruba dönüştürülemez.,
Account with existing transaction can not be deleted,İşlemleri bulunan bir Hesap silinemez.,
Account with existing transaction cannot be converted to ledger,İşlemleri bulunan bir Hesap Muhasebe Defterine dönüştürülemez.,
Account {0} added multiple times,{0} Hesabı birden çok kez eklendi,
Account {0} does not belong to company: {1},"{0} isimli Hesap, {1} şirketine ait değil.",
Account {0} does not belongs to company {1},"{0} isimli Hesap, {1} şirketine ait değil.",
Account {0} does not exist,{0} Hesabı bulunamadı,
Account {0} does not exists,{0} Hesabı bulunamadı,
Account {0} does not exists in the dashboard chart {1},"{0} Hesabı, {1} Gösterge Tablosunda mevcut değil.",
Account {0} does not match with Company {1} in Mode of Account: {2},"Hesap {0}, Hesap Türü {2} ile Şirket {1} eşleşmiyor",
Account {0} exists in parent company {1}.,"{0} hesabı, {1} ana şirkette mevcut.",
Account {0} has been entered multiple times,{0} Hesabı birden çok kez girilmiş,
Account {0} is added in the child company {1},"{0} Hesabı, {1} isimli alt şirkete eklendi",
Account {0} is frozen,{0} Hesabı donduruldu,
Account {0} is invalid. Account Currency must be {1},Hesap {0} geçersiz. Hesap Para Birimi {1} olmalıdır,
Account {0} should be of type Expense,Hesap {0} Gider türünde olmalıdır,
Account {0}: Parent account {1} can not be a ledger,{0} Hesabı: Ana hesap {1} bir defter olamaz,
Account {0}: Parent account {1} does not belong to company: {2},"Hesap {0}: Ana hesap {1}, {2} şirkete ait değil",
Account {0}: Parent account {1} does not exist,Hesap {0}: Ana hesap {1} mevcut değil,
Account {0}: You can not assign itself as parent account,Hesap {0}: Kendi kendine ana hesap olarak atayamazsınız,
Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,Hesap: <b>{0}</b> sermaye olarak Devam Eden İşler’dir ve Muhasebe Kaydı ile güncellenemez.,
Account: {0} can only be updated via Stock Transactions,Hesap: {0} yalnızca Stok İşlemleri aracılığıyla güncellenebilir,
Account: {0} is not permitted under Payment Entry,Hesap: {0} Ödeme Girişi altında izin verilmiyor,
Account: {0} with currency: {1} can not be selected,Hesap: {0} para ile: {1} seçilemez,
Accounting,Muhasebe,
Accounting Details,Muhasebe Detayları,
Accounting Dimension,Muhasebe Boyutları,
Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,Muhasebe Boyutu <b>{0}</b> {1} 'Bilanço Hesabı' için gereklidir.,
Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,Muhasebe Boyutu <b>{0}</b> {1} 'Kar ve Zarar Hesabı' için gereklidir.,
Accounting Dimension Detail,Muhasebe Boyut Detayı,
Accounting Dimension Filter,Muhasebe Boyutu Filtresi,
Accounting Dimensions,Muhasebe Boyutları,
Accounting Dimensions ,Muhasebe Boyutları,
Accounting Dimensions Filter,Muhasebe Boyutları Filtresi,
Accounting Entries,Muhasebe Girişleri,
Accounting Entry for Asset,Varlık İçin Muhasebe Girişi,
Accounting Entry for Service,Hizmet için Muhasebe Girişi,
Accounting Entry for Stock,Stok İçin Muhasebe Girişi,
